geninfo_id	title	length	expect	score	bits	identities	positives	total_cds	genbank_id	gc_percentage	reference_bp	reference_description	molecule_type	topology	data_file_division	date	sequence_version	source	organism	comment	taxonomy	mol_type	strain	serovar	isolation_source	host	sub_species	db_xref	country	lat_lon	collection_date	collected_by	taxonomy_id	culture_collection	note
1002004098	gi|1002004098|gb|CP007372.2| Salmonella enterica subsp. enterica serovar Enteritidis str. SA20121703 genome	4685840	0.00626998	66.0	60.7975	69	69	4357	CP007372.2	51.72	4685840	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20121703 chromosome	DNA	circular	BCT	29-FEB-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20121703	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20121703	On Feb 29, 2016 this sequence version replaced CP007372.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	SA20121703	Enteritidis	Food		enterica	taxon:1412483	Canada: Ontario		2012	undisclosed	1412483
1002004509	gi|1002004509|gb|CP007373.2| Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121744 genome	4685838	0.00626998	66.0	60.7975	69	69	4358	CP007373.2	51.72	4685838	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121744 chromosome	DNA	circular	BCT	29-FEB-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121744	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121744	On Feb 29, 2016 this sequence version replaced CP007373.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	EC20121744	Enteritidis	Food		enterica	taxon:1412554	Canada: British Columbia		2011	undisclosed	1412554
1002009209	gi|1002009209|gb|CP007367.2| Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121541 genome	4685975	0.00626998	66.0	60.7975	69	69	4357	CP007367.2	51.72	4685975	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121541 chromosome	DNA	circular	BCT	29-FEB-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121541	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121541	On Feb 29, 2016 this sequence version replaced CP007367.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	EC20121541	Enteritidis	Food		enterica	taxon:1412525	Canada: Ontario		2012	undisclosed	1412525
1002012645	gi|1002012645|gb|CP007368.2| Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121542 genome	4685840	0.00626998	66.0	60.7975	69	69	4358	CP007368.2	51.72	4685840	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121542 chromosome	DNA	circular	BCT	29-FEB-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121542	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121542	On Feb 29, 2016 this sequence version replaced CP007368.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	EC20121542	Enteritidis	Food		enterica	taxon:1412557	Canada: Ontario		2012	undisclosed	1412557
1002013029	gi|1002013029|gb|CP007401.2| Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738 genome	4685847	0.00626998	66.0	60.7975	69	69	4360	CP007401.2	51.74	4685847	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738 chromosome	DNA	circular	BCT	29-FEB-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738	On Feb 29, 2016 this sequence version replaced CP007401.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	EC20120738	Enteritidis	Food		enterica	taxon:1412610	Canada: Ontario		2012	undisclosed	1412610
1002013379	gi|1002013379|gb|CP007404.2| Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120774 genome	4685845	0.00626998	66.0	60.7975	69	69	4358	CP007404.2	51.72	4685845	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120774 chromosome	DNA	circular	BCT	29-FEB-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120774	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120774	On Feb 29, 2016 this sequence version replaced CP007404.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	EC20120774	Enteritidis	Food		enterica	taxon:1412612	Canada: Ontario		2012	undisclosed	1412612
1002707584	gi|1002707584|gb|CP007426.2| Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285, complete genome	4685834	0.00626998	66.0	60.7975	69	69	4409	CP007426.2	52.17	4685834	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285 chromosome, complete genome	DNA	circular	BCT	03-MAR-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285	On Mar 3, 2016 this sequence version replaced CP007426.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	SA20085285	Enteritidis	Environment - Litter/Manure		enterica	taxon:1412489	Canada: Ontario		2008	undisclosed	1412489
1002711301	gi|1002711301|gb|CP007430.2| Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195 genome	4685846	0.00626998	66.0	60.7975	69	69	4359	CP007430.2	51.74	4685846	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195 chromosome	DNA	circular	BCT	03-MAR-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195	On Mar 3, 2016 this sequence version replaced CP007430.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	EC20090195	Enteritidis	Food		enterica	taxon:1412587	Canada: Saskatchewan		2008	undisclosed	1412587
1002711641	gi|1002711641|gb|CP007431.2| Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094682 genome	4685841	0.00626998	66.0	60.7975	69	69	4358	CP007431.2	51.73	4685841	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094682 chromosome	DNA	circular	BCT	03-MAR-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094682	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094682	On Mar 3, 2016 this sequence version replaced CP007431.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	SA20094682	Enteritidis	Animal - Chicken-Cecum		enterica	taxon:1412476	Canada: Manitoba		2009	undisclosed	1412476
1002712035	gi|1002712035|gb|CP007432.2| Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100131 genome	4685847	0.00626998	66.0	60.7975	69	69	4359	CP007432.2	51.74	4685847	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100131 chromosome	DNA	circular	BCT	03-MAR-2016	2	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100131	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100131	On Mar 3, 2016 this sequence version replaced CP007432.1. Source DNA/bacteria available from Roger Johnson, MVSc, PhD. Research Scientist and Director of Reference Laboratories, National Microbiology Laboratory at Guelph. Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	genomic DNA	EC20100131	Enteritidis	ANIMAL-chicken		enterica	taxon:1412584	Canada: Ontario		2009	undisclosed	1412584
